query_id,query,language,scenario,category,reason,domain,subdomain,intent,decision,duplicate_type,duplicate_group,merge_target,decision_reason,confidence
V184,restaurant flyer,en,marketing_ecommerce,flyer,任务在核心原则中明确列出的正面示例（restaurant flyer）,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P092,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V183; both kept (Curify serves zh and en).,HIGH
V185,电影海报,zh,marketing_ecommerce,poster_specific,任务在核心原则中明确列出的正面示例（movie poster）,other_unmapped,entertainment_poster,reference images of promotional/sale poster design (entertainment_poster),KEEP,NEAR_DUPLICATE,P093,,Category default: marketing_ecommerce/poster_specific -> domain=other_unmapped. Cross-language translation pair with V186; both kept (Curify serves zh and en).,HIGH
V186,movie poster,en,marketing_ecommerce,poster_specific,任务在核心原则中明确列出的正面示例（movie poster）,other_unmapped,entertainment_poster,reference images of promotional/sale poster design (entertainment_poster),KEEP,NEAR_DUPLICATE,P093,,Category default: marketing_ecommerce/poster_specific -> domain=other_unmapped. Cross-language translation pair with V185; both kept (Curify serves zh and en).,HIGH
V187,产品横幅,zh,marketing_ecommerce,banner,任务在核心原则中明确列出的正面示例（product banner）,ecommerce,product_banner,reference images of online-store/marketing banner design (product_banner),KEEP,NEAR_DUPLICATE,P094,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V188; both kept (Curify serves zh and en).,HIGH
V188,product banner,en,marketing_ecommerce,banner,任务在核心原则中明确列出的正面示例（product banner）,ecommerce,product_banner,reference images of online-store/marketing banner design (product_banner),KEEP,NEAR_DUPLICATE,P094,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V187; both kept (Curify serves zh and en).,HIGH
V189,促销海报,zh,marketing_ecommerce,poster_specific,任务在核心原则中明确列出的正面示例（sale poster）,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P095,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V190; both kept (Curify serves zh and en).,HIGH
V190,sale poster,en,marketing_ecommerce,poster_specific,任务在核心原则中明确列出的正面示例（sale poster）,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P095,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V189; both kept (Curify serves zh and en).,HIGH
V191,折扣传单,zh,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P096,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V192; both kept (Curify serves zh and en).,HIGH
V192,discount flyer,en,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P096,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V191; both kept (Curify serves zh and en).,HIGH
V193,电商横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,online_store_banner,reference images of online-store/marketing banner design (online_store_banner),KEEP,NEAR_DUPLICATE,SG_ecombanner,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V194; both kept (Curify serves zh and en).,HIGH
V194,ecommerce banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,online_store_banner,reference images of online-store/marketing banner design (online_store_banner),KEEP,NEAR_DUPLICATE,SG_ecombanner,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V193; both kept (Curify serves zh and en).,HIGH
V195,产品画册,zh,marketing_ecommerce,catalog,具体营销物料，视觉目标清晰,ecommerce,product_catalog,reference images of product catalog design (product_catalog),KEEP,NEAR_DUPLICATE,P098,,Category default: marketing_ecommerce/catalog -> domain=ecommerce. Cross-language translation pair with V196; both kept (Curify serves zh and en).,HIGH
V196,product catalog,en,marketing_ecommerce,catalog,具体营销物料，视觉目标清晰,ecommerce,product_catalog,reference images of product catalog design (product_catalog),KEEP,NEAR_DUPLICATE,P098,,Category default: marketing_ecommerce/catalog -> domain=ecommerce. Cross-language translation pair with V195; both kept (Curify serves zh and en).,HIGH
V197,活动传单,zh,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P099,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V198; both kept (Curify serves zh and en).,HIGH
V198,event flyer,en,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P099,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V197; both kept (Curify serves zh and en).,HIGH
V199,开业横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,event_campaign_banner,reference images of online-store/marketing banner design (event_campaign_banner),KEEP,NEAR_DUPLICATE,P100,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V200; both kept (Curify serves zh and en).,HIGH
V200,grand opening banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,event_campaign_banner,reference images of online-store/marketing banner design (event_campaign_banner),KEEP,NEAR_DUPLICATE,P100,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V199; both kept (Curify serves zh and en).,HIGH
V201,节日促销横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P101,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V202; both kept (Curify serves zh and en).,HIGH
V202,holiday sale banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P101,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V201; both kept (Curify serves zh and en).,HIGH
V203,新品横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,product_banner,reference images of online-store/marketing banner design (product_banner),KEEP,NEAR_DUPLICATE,P102,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V204; both kept (Curify serves zh and en).,HIGH
V204,new arrival banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,product_banner,reference images of online-store/marketing banner design (product_banner),KEEP,NEAR_DUPLICATE,P102,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V203; both kept (Curify serves zh and en).,HIGH
V205,限时促销海报,zh,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P103,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V206; both kept (Curify serves zh and en).,HIGH
V206,flash sale poster,en,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P103,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V205; both kept (Curify serves zh and en).,HIGH
V207,清仓促销横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,promo_banner,reference images of online-store/marketing banner design (promo_banner),KEEP,NEAR_DUPLICATE,P104,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V208; both kept (Curify serves zh and en).,HIGH
V208,clearance sale banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,promo_banner,reference images of online-store/marketing banner design (promo_banner),KEEP,NEAR_DUPLICATE,P104,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V207; both kept (Curify serves zh and en).,HIGH
V209,产品详情图,zh,marketing_ecommerce,product_photo,具体电商物料，视觉目标清晰,ecommerce,product_photography,reference images of ecommerce product photography (product_photography),KEEP,NEAR_DUPLICATE,P105,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V210; both kept (Curify serves zh and en).,HIGH
V210,product listing image,en,marketing_ecommerce,product_photo,具体电商物料，视觉目标清晰,ecommerce,product_photography,reference images of ecommerce product photography (product_photography),KEEP,NEAR_DUPLICATE,P105,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V209; both kept (Curify serves zh and en).,HIGH
V211,网店横幅,zh,marketing_ecommerce,banner,具体电商物料，视觉目标清晰,ecommerce,online_store_banner,reference images of online-store/marketing banner design (online_store_banner),MERGE,NEAR_DUPLICATE,SG_ecombanner,V193,"网店横幅 (online store banner) is near-identical to 电商横幅 (ecommerce banner, V193) -- same visual target (online storefront banner), redundant as a separate query.",MEDIUM
V212,online store banner,en,marketing_ecommerce,banner,具体电商物料，视觉目标清晰,ecommerce,online_store_banner,reference images of online-store/marketing banner design (online_store_banner),MERGE,NEAR_DUPLICATE,SG_ecombanner,V194,"'online store banner' is near-identical to 'ecommerce banner' (V194) -- same visual target, redundant as a separate query.",MEDIUM
V213,社交媒体广告,zh,marketing_ecommerce,advertisement,具体营销物料，视觉目标清晰,ecommerce,digital_ad,reference images of advertisement design (digital_ad),KEEP,NEAR_DUPLICATE,P107,,Category default: marketing_ecommerce/advertisement -> domain=ecommerce. Cross-language translation pair with V214; both kept (Curify serves zh and en).,HIGH
V214,social media ad,en,marketing_ecommerce,advertisement,具体营销物料，视觉目标清晰,ecommerce,digital_ad,reference images of advertisement design (digital_ad),KEEP,NEAR_DUPLICATE,P107,,Category default: marketing_ecommerce/advertisement -> domain=ecommerce. Cross-language translation pair with V213; both kept (Curify serves zh and en).,HIGH
V215,种草帖,zh,marketing_ecommerce,social_post,具体营销内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of social/ecommerce content post design (social_commerce_content),KEEP,NEAR_DUPLICATE,P108,,Category default: marketing_ecommerce/social_post -> domain=ecommerce. Cross-language translation pair with V216; both kept (Curify serves zh and en).,HIGH
V216,influencer post,en,marketing_ecommerce,social_post,具体营销内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of social/ecommerce content post design (social_commerce_content),KEEP,NEAR_DUPLICATE,P108,,Category default: marketing_ecommerce/social_post -> domain=ecommerce. Cross-language translation pair with V215; both kept (Curify serves zh and en).,HIGH
V217,开箱照,zh,marketing_ecommerce,product_photo,具体电商内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of ecommerce product photography (social_commerce_content),KEEP,NEAR_DUPLICATE,P109,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V218; both kept (Curify serves zh and en).,HIGH
V218,unboxing photo,en,marketing_ecommerce,product_photo,具体电商内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of ecommerce product photography (social_commerce_content),KEEP,NEAR_DUPLICATE,P109,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V217; both kept (Curify serves zh and en).,HIGH
V219,前后对比图,zh,marketing_ecommerce,product_photo,具体营销内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of ecommerce product photography (social_commerce_content),KEEP,NEAR_DUPLICATE,P110,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V220; both kept (Curify serves zh and en).,HIGH
V220,before after comparison,en,marketing_ecommerce,product_photo,具体营销内容，视觉目标清晰,ecommerce,social_commerce_content,reference images of ecommerce product photography (social_commerce_content),KEEP,NEAR_DUPLICATE,P110,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V219; both kept (Curify serves zh and en).,HIGH
V221,优惠券,zh,marketing_ecommerce,coupon,具体营销物料，视觉目标清晰,ecommerce,coupon_voucher,reference images of coupon/voucher design (coupon_voucher),KEEP,NEAR_DUPLICATE,P111,,Category default: marketing_ecommerce/coupon -> domain=ecommerce. Cross-language translation pair with V222; both kept (Curify serves zh and en).,HIGH
V222,discount coupon,en,marketing_ecommerce,coupon,具体营销物料，视觉目标清晰,ecommerce,coupon_voucher,reference images of coupon/voucher design (coupon_voucher),KEEP,NEAR_DUPLICATE,P111,,Category default: marketing_ecommerce/coupon -> domain=ecommerce. Cross-language translation pair with V221; both kept (Curify serves zh and en).,HIGH
V223,会员卡,zh,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,loyalty_card,reference images of membership/loyalty card design (loyalty_card),KEEP,NEAR_DUPLICATE,SG_loyaltycard,,Category default: marketing_ecommerce/membership_card -> domain=ecommerce. Cross-language translation pair with V224; both kept (Curify serves zh and en).,HIGH
V224,membership card,en,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,loyalty_card,reference images of membership/loyalty card design (loyalty_card),KEEP,NEAR_DUPLICATE,SG_loyaltycard,,Category default: marketing_ecommerce/membership_card -> domain=ecommerce. Cross-language translation pair with V223; both kept (Curify serves zh and en).,HIGH
V225,积分卡,zh,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,loyalty_card,reference images of membership/loyalty card design (loyalty_card),MERGE,NEAR_DUPLICATE,SG_loyaltycard,V223,"积分卡 (loyalty card) is a near-synonym of 会员卡 (membership card, V223) -- visually near-identical card-template target, redundant as a separate query.",MEDIUM
V226,loyalty card,en,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,loyalty_card,reference images of membership/loyalty card design (loyalty_card),MERGE,NEAR_DUPLICATE,SG_loyaltycard,V224,"'loyalty card' is a near-synonym of 'membership card' (V224) -- visually near-identical target, redundant as a separate query.",MEDIUM
V227,礼品卡,zh,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,gift_card,reference images of membership/loyalty card design (gift_card),KEEP,NEAR_DUPLICATE,P114,,Category default: marketing_ecommerce/membership_card -> domain=ecommerce. Cross-language translation pair with V228; both kept (Curify serves zh and en).,HIGH
V228,gift card,en,marketing_ecommerce,membership_card,具体营销物料，视觉目标清晰，有清晰上下文,ecommerce,gift_card,reference images of membership/loyalty card design (gift_card),KEEP,NEAR_DUPLICATE,P114,,Category default: marketing_ecommerce/membership_card -> domain=ecommerce. Cross-language translation pair with V227; both kept (Curify serves zh and en).,HIGH
V229,门店横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,physical_storefront_banner,reference images of online-store/marketing banner design (physical_storefront_banner),KEEP,NEAR_DUPLICATE,P115,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V230; both kept (Curify serves zh and en).,HIGH
V230,storefront banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,physical_storefront_banner,reference images of online-store/marketing banner design (physical_storefront_banner),KEEP,NEAR_DUPLICATE,P115,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V229; both kept (Curify serves zh and en).,HIGH
V231,橱窗展示,zh,marketing_ecommerce,product_display,具体营销物料，视觉目标清晰,other_unmapped,offline_retail_display,reference images of product display design (offline_retail_display),KEEP,NEAR_DUPLICATE,P116,,Category default: marketing_ecommerce/product_display -> domain=other_unmapped. Cross-language translation pair with V232; both kept (Curify serves zh and en).,HIGH
V232,window display,en,marketing_ecommerce,product_display,具体营销物料，视觉目标清晰,other_unmapped,offline_retail_display,reference images of product display design (offline_retail_display),KEEP,NEAR_DUPLICATE,P116,,Category default: marketing_ecommerce/product_display -> domain=other_unmapped. Cross-language translation pair with V231; both kept (Curify serves zh and en).,HIGH
V233,展会展架,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,other_unmapped,event_exhibition_signage,reference images of online-store/marketing banner design (event_exhibition_signage),KEEP,NEAR_DUPLICATE,P117,,Category default: marketing_ecommerce/banner -> domain=other_unmapped. Cross-language translation pair with V234; both kept (Curify serves zh and en).,HIGH
V234,trade show banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,other_unmapped,event_exhibition_signage,reference images of online-store/marketing banner design (event_exhibition_signage),KEEP,NEAR_DUPLICATE,P117,,Category default: marketing_ecommerce/banner -> domain=other_unmapped. Cross-language translation pair with V233; both kept (Curify serves zh and en).,HIGH
V235,展览传单,zh,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P118,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V236; both kept (Curify serves zh and en).,HIGH
V236,exhibition flyer,en,marketing_ecommerce,flyer,具体营销物料，视觉目标清晰,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P118,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V235; both kept (Curify serves zh and en).,HIGH
V237,新品发布海报,zh,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P119,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V238; both kept (Curify serves zh and en).,HIGH
V238,product launch poster,en,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P119,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V237; both kept (Curify serves zh and en).,HIGH
V239,季节促销横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P120,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V240; both kept (Curify serves zh and en).,HIGH
V240,seasonal sale banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P120,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V239; both kept (Curify serves zh and en).,HIGH
V241,黑五促销横幅,zh,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P121,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V242; both kept (Curify serves zh and en).,HIGH
V242,black friday banner,en,marketing_ecommerce,banner,具体营销物料，视觉目标清晰,ecommerce,seasonal_campaign_banner,reference images of online-store/marketing banner design (seasonal_campaign_banner),KEEP,NEAR_DUPLICATE,P121,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V241; both kept (Curify serves zh and en).,HIGH
V243,双十一促销海报,zh,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P122,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V244; both kept (Curify serves zh and en).,HIGH
V244,singles day sale poster,en,marketing_ecommerce,poster_specific,具体营销物料，视觉目标清晰,ecommerce,promo_poster,reference images of promotional/sale poster design (promo_poster),KEEP,NEAR_DUPLICATE,P122,,Category default: marketing_ecommerce/poster_specific -> domain=ecommerce. Cross-language translation pair with V243; both kept (Curify serves zh and en).,HIGH
V245,直播预告横幅,zh,marketing_ecommerce,banner,具体电商营销物料，视觉目标清晰,ecommerce,livestream_social_commerce_banner,reference images of online-store/marketing banner design (livestream_social_commerce_banner),KEEP,NEAR_DUPLICATE,P123,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V246; both kept (Curify serves zh and en).,HIGH
V246,livestream promo banner,en,marketing_ecommerce,banner,具体电商营销物料，视觉目标清晰,ecommerce,livestream_social_commerce_banner,reference images of online-store/marketing banner design (livestream_social_commerce_banner),KEEP,NEAR_DUPLICATE,P123,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V245; both kept (Curify serves zh and en).,HIGH
V247,识字卡,zh,education,flashcard,任务 Education 场景正面示例词,education,flashcard_generic,reference images of educational flashcards (flashcard_generic),KEEP,NEAR_DUPLICATE,P124,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V248; both kept (Curify serves zh and en).,HIGH
V248,flashcard,en,education,flashcard,任务 Education 场景正面示例词,education,flashcard_generic,reference images of educational flashcards (flashcard_generic),KEEP,NEAR_DUPLICATE,P124,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V247; both kept (Curify serves zh and en).,HIGH
V249,练习册,zh,education,worksheet,任务 Education 场景正面示例词,education,worksheet_generic,reference images of educational worksheets (worksheet_generic),KEEP,NEAR_DUPLICATE,P125,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V250; both kept (Curify serves zh and en).,HIGH
V250,worksheet,en,education,worksheet,任务 Education 场景正面示例词,education,worksheet_generic,reference images of educational worksheets (worksheet_generic),KEEP,NEAR_DUPLICATE,P125,,Category default: education/worksheet -> domain=education. Cross-language translation pair with V249; both kept (Curify serves zh and en).,HIGH
V251,字母卡,zh,education,flashcard,任务 Education 场景正面示例词,education,flashcard_alphabet,reference images of educational flashcards (flashcard_alphabet),KEEP,NEAR_DUPLICATE,P126,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V252; both kept (Curify serves zh and en).,HIGH
V252,alphabet card,en,education,flashcard,任务 Education 场景正面示例词,education,flashcard_alphabet,reference images of educational flashcards (flashcard_alphabet),KEEP,NEAR_DUPLICATE,P126,,Category default: education/flashcard -> domain=education. Cross-language translation pair with V251; both kept (Curify serves zh and en).,HIGH
V253,地图,zh,education,map,任务 Education 场景正面示例词,education,map_generic,reference images of educational maps (map_generic),KEEP,NEAR_DUPLICATE,P127,,Category default: education/map -> domain=education. Cross-language translation pair with V254; both kept (Curify serves zh and en).,HIGH
V254,map,en,education,map,任务 Education 场景正面示例词,education,map_generic,reference images of educational maps (map_generic),KEEP,NEAR_DUPLICATE,P127,,Category default: education/map -> domain=education. Cross-language translation pair with V253; both kept (Curify serves zh and en).,HIGH
V255,图解,zh,education,diagram,任务 Education 场景正面示例词,education,diagram_generic,reference images of educational diagrams (diagram_generic),KEEP,NEAR_DUPLICATE,P128,,Category default: education/diagram -> domain=education. Cross-language translation pair with V256; both kept (Curify serves zh and en).,HIGH
V256,diagram,en,education,diagram,任务 Education 场景正面示例词,education,diagram_generic,reference images of educational diagrams (diagram_generic),KEEP,NEAR_DUPLICATE,P128,,Category default: education/diagram -> domain=education. Cross-language translation pair with V255; both kept (Curify serves zh and en).,HIGH
V257,日历,zh,education,calendar,任务 Education 场景正面示例词,education,calendar_generic,reference images of educational/school calendars (calendar_generic),KEEP,NEAR_DUPLICATE,P129,,Category default: education/calendar -> domain=education. Cross-language translation pair with V258; both kept (Curify serves zh and en).,HIGH
V258,calendar,en,education,calendar,任务 Education 场景正面示例词,education,calendar_generic,reference images of educational/school calendars (calendar_generic),KEEP,NEAR_DUPLICATE,P129,,Category default: education/calendar -> domain=education. Cross-language translation pair with V257; both kept (Curify serves zh and en).,HIGH
V259,证书,zh,education,certificate,任务 Education 场景正面示例词,education,certificate_generic,reference images of certificate/report-card design (certificate_generic),KEEP,NEAR_DUPLICATE,P130,,Category default: education/certificate -> domain=education. Cross-language translation pair with V260; both kept (Curify serves zh and en).,HIGH
V260,certificate,en,education,certificate,任务 Education 场景正面示例词,education,certificate_generic,reference images of certificate/report-card design (certificate_generic),KEEP,NEAR_DUPLICATE,P130,,Category default: education/certificate -> domain=education. Cross-language translation pair with V259; both kept (Curify serves zh and en).,HIGH
V261,科学海报,zh,education,poster_specific,任务 Education 场景正面示例词,education,poster_science,reference images of classroom/educational poster design (poster_science),KEEP,NEAR_DUPLICATE,P131,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V262; both kept (Curify serves zh and en).,HIGH
V262,science poster,en,education,poster_specific,任务 Education 场景正面示例词,education,poster_science,reference images of classroom/educational poster design (poster_science),KEEP,NEAR_DUPLICATE,P131,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V261; both kept (Curify serves zh and en).,HIGH
V263,课堂装饰海报,zh,education,poster_specific,任务提及的 classroom material，替换为更具体的 classroom poster 组合表达,education,poster_classroom,reference images of classroom/educational poster design (poster_classroom),KEEP,NEAR_DUPLICATE,P132,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V264; both kept (Curify serves zh and en).,HIGH
V264,classroom poster,en,education,poster_specific,任务提及的 classroom material，替换为更具体的 classroom poster 组合表达,education,poster_classroom,reference images of classroom/educational poster design (poster_classroom),KEEP,NEAR_DUPLICATE,P132,,Category default: education/poster_specific -> domain=education. Cross-language translation pair with V263; both kept (Curify serves zh and en).,HIGH
V265,教科书,zh,education,textbook,具体学习物料实物，视觉目标清晰,education,textbook,reference images of textbook cover/layout design (textbook),KEEP,NEAR_DUPLICATE,P133,,Category default: education/textbook -> domain=education. Cross-language translation pair with V266; both kept (Curify serves zh and en).,HIGH
V266,textbook,en,education,textbook,具体学习物料实物，视觉目标清晰,education,textbook,reference images of textbook cover/layout design (textbook),KEEP,NEAR_DUPLICATE,P133,,Category default: education/textbook -> domain=education. Cross-language translation pair with V265; both kept (Curify serves zh and en).,HIGH
V267,地球仪,zh,education,globe,具体学习物料实物，视觉目标清晰,education,globe,reference images of globes as educational material (globe),KEEP,NEAR_DUPLICATE,P134,,Category default: education/globe -> domain=education. Cross-language translation pair with V268; both kept (Curify serves zh and en).,HIGH
V268,globe,en,education,globe,具体学习物料实物，视觉目标清晰,education,globe,reference images of globes as educational material (globe),KEEP,NEAR_DUPLICATE,P134,,Category default: education/globe -> domain=education. Cross-language translation pair with V267; both kept (Curify serves zh and en).,HIGH
V269,图表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_generic,reference images of educational charts (chart_generic),KEEP,SEMANTIC_OVERLAP,SG_chart,,Category default: education/chart -> domain=education. Cross-language translation pair with V270; both kept (Curify serves zh and en).,MEDIUM
V270,chart,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_generic,reference images of educational charts (chart_generic),KEEP,SEMANTIC_OVERLAP,SG_chart,,Category default: education/chart -> domain=education. Cross-language translation pair with V269; both kept (Curify serves zh and en).,MEDIUM
V271,课程表,zh,education,chart,具体学习物料实物，视觉目标清晰,education,chart_timetable,reference images of educational charts (chart_timetable),KEEP,NEAR_DUPLICATE,P136,,Category default: education/chart -> domain=education. Cross-language translation pair with V272; both kept (Curify serves zh and en).,HIGH
V272,timetable,en,education,chart,具体学习物料实物，视觉目标清晰,education,chart_timetable,reference images of educational charts (chart_timetable),KEEP,NEAR_DUPLICATE,P136,,Category default: education/chart -> domain=education. Cross-language translation pair with V271; both kept (Curify serves zh and en).,HIGH
