Page,Clicks,Impressions,CTR,Position
https://www.curify-ai.com/nano-template/football-team-all-time-lineup-poster/example/template-football-team-all-time-lineup-poster-brazil,0,6,0.00%,12.0
https://www.curify-ai.com/nano-template/football-themed-ball-infographic/example/template-football-themed-ball-infographic-2026-world-cup-facts,0,4,0.00%,26.0
https://www.curify-ai.com/nano-template/football-tournament-group-stage-bracket-infographic/example/template-football-tournament-group-stage-bracket-infographic-fifa-womens-world-cup-2027,0,13,0.00%,9.3
https://www.curify-ai.com/nano-template/football-tournament-group-stage-bracket-infographic/example/template-football-tournament-group-stage-bracket-infographic-fifa-world-cup-2026,0,23,0.00%,5.9
https://www.curify-ai.com/nano-template/football-tournament-group-stage-bracket-infographic/example/template-football-tournament-group-stage-bracket-infographic-uefa-euro-2028,0,3,0.00%,5.7
https://www.curify-ai.com/nano-template/football-tournament-retro-infographic-poster/example/template-football-tournament-retro-infographic-poster-2000-uefa-euro,0,1,0.00%,1.0
https://www.curify-ai.com/nano-template/friends-character-mbti,0,3,0.00%,14.3
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-gunther,0,4,0.00%,18.3
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-janice-litman-goralnik,0,10,0.00%,7.3
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-lisa-kudrow,0,9,0.00%,8.7
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-matt-leblanc,0,3,0.00%,9.7
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-mike-hannigan,0,2,0.00%,10.0
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-rachel-green,0,2,0.00%,10.0
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-richard-burke,0,3,0.00%,7.3
https://www.curify-ai.com/nano-template/friends-character-mbti/example/template-friends-character-mbti-ross-geller,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/fruit,0,4,0.00%,2.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-avocado,0,23,0.00%,8.3
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-blueberry,0,9,0.00%,6.4
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-cranberries,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-dragon-fruit,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-durian,0,4,0.00%,6.3
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-en-durian,0,2,0.00%,4.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-kiwi,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-passion-fruit,0,3,0.00%,6.0
https://www.curify-ai.com/nano-template/fruit/example/template-fruit-salak,0,2,0.00%,10.5
https://www.curify-ai.com/nano-template/gardening-how-to-infographic,0,6,0.00%,9.7
https://www.curify-ai.com/nano-template/generation-comparison-infographic,0,12,0.00%,21.8
https://www.curify-ai.com/nano-template/generation-comparison-infographic/example/template-generation-comparison-infographic-evolution-fashion-trends,0,1,0.00%,3.0
https://www.curify-ai.com/nano-template/generation-comparison-infographic/example/template-generation-comparison-infographic-music-genre-eras,0,2,0.00%,8.0
https://www.curify-ai.com/nano-template/generation-comparison-infographic/example/template-generation-comparison-infographic-one-person-companies,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/group-team-vertical-banner-country-poster/example/template-group-team-vertical-banner-country-poster-wc-2026-group-a,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/group-team-vertical-banner-country-poster/example/template-group-team-vertical-banner-country-poster-wc-2026-group-c,0,3,0.00%,13.3
https://www.curify-ai.com/nano-template/group-team-vertical-banner-country-poster/example/template-group-team-vertical-banner-country-poster-wc-2026-group-e,0,2,0.00%,2.0
https://www.curify-ai.com/nano-template/group-team-vertical-banner-country-poster/example/template-group-team-vertical-banner-country-poster-wc-2026-group-f,0,2,0.00%,6.5
https://www.curify-ai.com/nano-template/group-vocab-category/example/template-group-vocab-category-food,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/guofeng-scroll/example/template-guofeng-scroll-chinese-figure-water-margin,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/guofeng-scroll/example/template-guofeng-scroll-twelve-beauties-jinling,0,2,0.00%,19.0
https://www.curify-ai.com/nano-template/hairstyle-color-recommendation,0,16,0.00%,8.0
https://www.curify-ai.com/nano-template/hairstyle-color-recommendation/example/template-hairstyle-color-recommendation-long-hair-women,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/hairstyle-color-recommendation/example/template-hairstyle-color-recommendation-oval-face-women,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic,0,27,0.00%,10.2
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-asian-men-s-textured-crop-guide,0,19,0.00%,9.1
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-men-s-wavy-hair-guide,0,4,0.00%,4.8
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-men-wavy-medium,0,2,0.00%,7.5
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-women-asian-wavy,0,5,0.00%,7.8
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-women-curly-long,0,8,0.00%,6.6
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-women-platinum-pixie,0,5,0.00%,6.6
https://www.curify-ai.com/nano-template/hairstyle-guide-infographic/example/template-hairstyle-guide-infographic-women-red-bob,0,3,0.00%,4.7
https://www.curify-ai.com/nano-template/harry-potter-mbti-infographic,0,1,0.00%,31.0
https://www.curify-ai.com/nano-template/harry-potter-mbti-infographic/example/template-harry-potter-mbti-infographic-enfj-harry-potter,0,1,0.00%,49.0
https://www.curify-ai.com/nano-template/harry-potter-mbti-infographic/example/template-harry-potter-mbti-infographic-infj-albus-dumbledore,0,6,0.00%,22.3
https://www.curify-ai.com/nano-template/harry-potter-mbti-infographic/example/template-harry-potter-mbti-infographic-intp-luna-lovegood,0,1,0.00%,54.0
https://www.curify-ai.com/nano-template/herbal-zh/example/template-herbal-zh-semen-platycladi,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-003x0p5,0,12,0.00%,10.2
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-achyranthes,0,7,0.00%,14.6
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-aconitum-carmichaelii-zh,0,3,0.00%,14.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-angelicae-pubescentis-radix,0,4,0.00%,10.5
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-cassiae-semen,0,4,0.00%,9.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-chaenomelis-fructus,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-dioscorea-polystachya,0,6,0.00%,9.3
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-forsythia,0,12,0.00%,20.9
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-goji-berry,0,3,0.00%,9.3
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-herba-epimedii,0,8,0.00%,21.8
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-isatis-root,0,5,0.00%,3.8
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-lavender-aromatherapy,0,12,0.00%,6.5
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-mori-folium,0,13,0.00%,8.7
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-mulberry,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-radix-dipsaci,0,5,0.00%,4.2
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-radix-morindae-officinalis,0,4,0.00%,10.0
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-rhizoma-alpiniae-officinarum,0,5,0.00%,8.2
https://www.curify-ai.com/nano-template/herbal/example/template-herbal-yunzhi-turkey-tail,0,10,0.00%,13.8
https://www.curify-ai.com/nano-template/historical-event-map-illustration/example/template-historical-event-map-illustration-bering-land-bridge-migration,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/historical-event-map-illustration/example/template-historical-event-map-illustration-great-fire-of-rome,0,1,0.00%,7.0
https://www.curify-ai.com/nano-template/historical-evolution-timeline-infographic,0,8,0.00%,6.4
https://www.curify-ai.com/nano-template/historical-figure-educational,0,2,0.00%,2.5
https://www.curify-ai.com/nano-template/historical-figure-educational/example/template-historical-figure-educational-player,0,1,0.00%,2.0
https://www.curify-ai.com/nano-template/historical-figure-educational/example/template-historical-figure-educational-scientists,0,2,0.00%,9.0
https://www.curify-ai.com/nano-template/historical-figure-educational/example/template-historical-figure-educational-writers,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/historical-figure-profile-infographic/example/template-historical-figure-profile-infographic-famous-painters,0,4,0.00%,12.3
https://www.curify-ai.com/nano-template/historical-figure-profile-infographic/example/template-historical-figure-profile-infographic-iconic-writers,0,2,0.00%,6.0
https://www.curify-ai.com/nano-template/historical-figure-profile-infographic/example/template-historical-figure-profile-infographic-legendary-composers,0,1,0.00%,7.0
https://www.curify-ai.com/nano-template/historical-figure-profile-infographic/example/template-historical-figure-profile-infographic-legendary-samurai-battles,0,3,0.00%,5.7
https://www.curify-ai.com/nano-template/historical-figure-vs-infographic,0,5,0.00%,7.4
https://www.curify-ai.com/nano-template/historical-figure-vs-infographic/example/template-historical-figure-vs-infographic-brazil-vs-italy-world-cup-legacies,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/historical-figure-vs-infographic/example/template-historical-figure-vs-infographic-napoleon-bonaparte-vs-alexander-the-great,0,2,0.00%,27.0
https://www.curify-ai.com/nano-template/history-timeline-infographic,0,2,0.00%,7.0
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-apple-inc,0,20,0.00%,8.8
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-brazil-world-cup-history,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-coffee-history,0,3,0.00%,8.7
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-film-awards,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-space-exploration,0,3,0.00%,7.3
https://www.curify-ai.com/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-vintage-fashion,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/home-lifestyle-guide-infographic/example/template-home-lifestyle-guide-infographic-healthy-eating-guide,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/home-organization-before-after,0,2,0.00%,9.5
https://www.curify-ai.com/nano-template/home-organization-before-after/example/template-home-organization-before-after-closet,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/home-organization-before-after/example/template-home-organization-before-after-desk,0,1,0.00%,1.0
https://www.curify-ai.com/nano-template/hot-event-analysis/example/template-hot-event-analysis-declining-fertility-rate,0,2,0.00%,10.0
https://www.curify-ai.com/nano-template/hotspot-card/example/template-hotspot-card-ai-regulation,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/hotspot-card/example/template-hotspot-card-battle-of-the-claws,0,2,0.00%,1.0
https://www.curify-ai.com/nano-template/hotspot-card/example/template-hotspot-card-solid-state-battery,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/houseplant-care-guide-infographic,0,13,0.00%,5.4
https://www.curify-ai.com/nano-template/houseplant-care-guide-infographic/example/template-houseplant-care-guide-infographic-fiddle-leaf-fig,0,9,0.00%,6.1
https://www.curify-ai.com/nano-template/houseplant-care-guide-infographic/example/template-houseplant-care-guide-infographic-monstera,0,3,0.00%,14.0
https://www.curify-ai.com/nano-template/houseplant-care-guide-infographic/example/template-houseplant-care-guide-infographic-peace-lily,0,3,0.00%,16.3
https://www.curify-ai.com/nano-template/houseplant-care-guide-infographic/example/template-houseplant-care-guide-infographic-snake-plant,0,1,0.00%,1.0
https://www.curify-ai.com/nano-template/ielts-3-to-9-vocabulary-poster,0,3,0.00%,8.7
https://www.curify-ai.com/nano-template/industrial-design-concept-sketch,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/industrial-design-concept-sketch/example/template-industrial-design-concept-sketch-futuristic-race-car,0,1,0.00%,11.0
https://www.curify-ai.com/nano-template/industrial-design-concept-sketch/example/template-industrial-design-concept-sketch-smartwatch,0,3,0.00%,4.7
https://www.curify-ai.com/nano-template/industrial-design-concept-sketch/example/template-industrial-design-concept-sketch-vtol-uav-drone,0,2,0.00%,5.5
https://www.curify-ai.com/nano-template/intangible-heritage,0,4,0.00%,9.0
https://www.curify-ai.com/nano-template/intangible-heritage/example/template-intangible-heritage-paper-cutting,0,18,0.00%,24.5
https://www.curify-ai.com/nano-template/intangible-heritage/example/template-intangible-heritage-portugal-azulejo,0,1,0.00%,10.0
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator,0,9,0.00%,7.6
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator/example/template-interior-design-mood-board-generator-bathroom,0,3,0.00%,6.0
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator/example/template-interior-design-mood-board-generator-bedroom,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator/example/template-interior-design-mood-board-generator-dining-bar,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator/example/template-interior-design-mood-board-generator-living-room,0,2,0.00%,9.0
https://www.curify-ai.com/nano-template/interior-design-mood-board-generator/example/template-interior-design-mood-board-generator-nursery-room,0,2,0.00%,14.0
https://www.curify-ai.com/nano-template/international-event-promotional-poster/example/template-international-event-promotional-poster-beijing-798-art-season-2026,0,1,0.00%,2.0
https://www.curify-ai.com/nano-template/international-event-promotional-poster/example/template-international-event-promotional-poster-dakar-2026-youth-olympics,0,8,0.00%,6.4
https://www.curify-ai.com/nano-template/international-event-promotional-poster/example/template-international-event-promotional-poster-milano-cortina-2026-winter-olympics,0,3,0.00%,7.7
https://www.curify-ai.com/nano-template/ip-character-design-specification-sheet/example/template-ip-character-design-specification-sheet-bear,0,3,0.00%,4.3
https://www.curify-ai.com/nano-template/ip-character-design-specification-sheet/example/template-ip-character-design-specification-sheet-kangaroo-pink,0,2,0.00%,6.0
https://www.curify-ai.com/nano-template/ip-character-sprite-emoji-sheet,0,2,0.00%,29.5
https://www.curify-ai.com/nano-template/ip-character-sprite-emoji-sheet/example/template-ip-character-sprite-emoji-sheet-graduation-alpaca,0,1,0.00%,3.0
https://www.curify-ai.com/nano-template/ip-gift-box-stationery-set-mockup,0,1,0.00%,11.0
https://www.curify-ai.com/nano-template/isometric-business-process-roadmap-infographic/example/template-isometric-business-process-roadmap-infographic-employee-onboarding-journey,0,1,0.00%,1.0
https://www.curify-ai.com/nano-template/kids-opposite-concept-education/example/template-kids-opposite-concept-education-comparison-concepts,0,2,0.00%,4.5
https://www.curify-ai.com/nano-template/kids-opposite-concept-education/example/template-kids-opposite-concept-education-learn-before-and-after,0,1,0.00%,5.0
https://www.curify-ai.com/nano-template/kids-opposite-concept-education/example/template-kids-opposite-concept-education-learn-opposites,0,1,0.00%,3.0
https://www.curify-ai.com/nano-template/kids-theme-fill-in-worksheet/example/template-kids-theme-fill-in-worksheet-daily-routine,0,1,0.00%,10.0
https://www.curify-ai.com/nano-template/kids-theme-fill-in-worksheet/example/template-kids-theme-fill-in-worksheet-favorite-things,0,2,0.00%,6.5
https://www.curify-ai.com/nano-template/kids-theme-fill-in-worksheet/example/template-kids-theme-fill-in-worksheet-introduce-myself,0,1,0.00%,1.0
https://www.curify-ai.com/nano-template/kids-vocabulary-poster,0,1,0.00%,10.0
https://www.curify-ai.com/nano-template/kids-vocabulary-poster/example/template-kids-vocabulary-poster-body-parts,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/kids-vocabulary-poster/example/template-kids-vocabulary-poster-trees,0,18,0.00%,7.9
https://www.curify-ai.com/nano-template/language-word-comparison-educational-poster/example/template-language-word-comparison-educational-poster-haishi-huozhe,0,2,0.00%,23.0
https://www.curify-ai.com/nano-template/life-journey-curve-infographic,0,5,0.00%,11.8
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-career,0,3,0.00%,6.0
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-entrepreneurship,0,2,0.00%,2.0
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-fitness,0,3,0.00%,5.7
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-learning,0,3,0.00%,3.0
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-marriage,0,3,0.00%,5.3
https://www.curify-ai.com/nano-template/life-journey-curve-infographic/example/template-life-journey-curve-infographic-parenting,0,2,0.00%,6.0
https://www.curify-ai.com/nano-template/lifestyle-habit-infographic,0,6,0.00%,6.2
https://www.curify-ai.com/nano-template/lifestyle-info-card/example/template-lifestyle-info-card-reading-habits,0,1,0.00%,23.0
https://www.curify-ai.com/nano-template/lifestyle-info-card/example/template-lifestyle-info-card-wine-tasting-notes,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/lifestyle-photo-grid/example/template-lifestyle-photo-grid-spring-meadow,0,2,0.00%,1.0
https://www.curify-ai.com/nano-template/lunar-new-year-red-envelope-set/example/template-lunar-new-year-red-envelope-set-cat-themed-red-envelopes,0,1,0.00%,6.0
https://www.curify-ai.com/nano-template/lunar-new-year-red-envelope-set/example/template-lunar-new-year-red-envelope-set-cute-cat-fish,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/manga-artist-infographic-poster/example/template-manga-artist-infographic-poster-akira-toriyama,0,3,0.00%,18.3
https://www.curify-ai.com/nano-template/manga-artist-infographic-poster/example/template-manga-artist-infographic-poster-eiichiro-oda,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/manga-artist-infographic-poster/example/template-manga-artist-infographic-poster-masashi-kishimoto,0,8,0.00%,5.1
https://www.curify-ai.com/nano-template/manga-artist-infographic-poster/example/template-manga-artist-infographic-poster-yoshihiro-togashi,0,6,0.00%,7.5
https://www.curify-ai.com/nano-template/mbti-animal,0,1,0.00%,2.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-amusement-park%201,0,3,0.00%,4.3
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-amusement-park%203,0,2,0.00%,35.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-annual-meeting%202,0,1,0.00%,21.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-annual-meeting%206,0,2,0.00%,57.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-cafe%201,0,2,0.00%,8.5
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-gym,0,18,0.00%,15.5
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-personality-enfj-isfj-estj-infj,0,2,0.00%,40.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-personality-isfp-estp-istp-istj,0,17,0.00%,25.5
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-spring-festival%204,0,1,0.00%,11.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-supermarket,0,2,0.00%,32.5
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-supermarket%202,0,1,0.00%,9.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-zh-supermarket%206,0,2,0.00%,14.0
https://www.curify-ai.com/nano-template/mbti-animal/example/template-mbti-animal-zoo,0,2,0.00%,10.0
https://www.curify-ai.com/nano-template/mbti-breakingbad,0,21,0.00%,23.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-chuck-mcgill,0,1,0.00%,13.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-hank-schrader,0,1,0.00%,27.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-hankschrader,0,7,0.00%,14.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-jesse-pinkman,0,3,0.00%,37.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-kim-wexler,0,1,0.00%,18.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-mike-ehrmantraut,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-todd-alquist,0,1,0.00%,57.0
https://www.curify-ai.com/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-walter-white,0,29,0.00%,12.8
https://www.curify-ai.com/nano-template/mbti-comparison-infographic/example/template-mbti-comparison-infographic-group-chat-dynamics,0,7,0.00%,10.1
https://www.curify-ai.com/nano-template/mbti-comparison-infographic/example/template-mbti-comparison-infographic-office-meeting-chaos,0,2,0.00%,4.0
https://www.curify-ai.com/nano-template/mbti-comparison-infographic/example/template-mbti-comparison-infographic-weekend-plans,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/mbti-contrast,0,14,0.00%,11.4
https://www.curify-ai.com/nano-template/mbti-contrast-zh/example/template-mbti-contrast-zh-love-INFP-vs-ESTP-confession,0,2,0.00%,7.0
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-contrast-ESTJ%20vs%20INTP-high-speed-rail,0,2,0.00%,22.0
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-contrast-bookstore,0,7,0.00%,11.6
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-contrast-grocery-shopping,0,1,0.00%,10.0
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-contrast-love-ESFJ-vs-INTJ-traveling,0,4,0.00%,6.0
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-contrast-love-INFJ-vs-ESTP-daily-interaction,0,2,0.00%,16.5
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-spring-festival-ISFJ-vs-ENTP-farewell,0,1,0.00%,47.0
https://www.curify-ai.com/nano-template/mbti-contrast/example/template-mbti-spring-festival-ISTJ-vs-ENFP-package,0,2,0.00%,5.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Basketball-Kobe-Bryant-Stephen-Curry-Kevin-Durant-Tim-Duncan,0,1,0.00%,21.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Football-Lionel-Messi-Cristiano-Ronaldo-Kevin-De-Bruyne-Neymar-Jr,0,2,0.00%,22.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Football-Striker-Forward-Winger-Midfielder,0,15,0.00%,6.1
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-HongLouMeng-zh-XueBaochai,0,3,0.00%,8.7
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Marvel-TChalla-Wanda-Vision-Clint,0,9,0.00%,8.1
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Marvel-Thor-Strange-Banner-Loki,0,1,0.00%,4.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-ai-en-gemini-entp,0,2,0.00%,9.5
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-anime-samurai-protagonists,0,2,0.00%,12.5
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-bbt-amy,0,6,0.00%,30.7
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-bbt-bernadette,0,1,0.00%,41.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-bigbangtheory-beverlyhofstadter,0,1,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-chiikawa,0,15,0.00%,9.3
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-chiikawa-cast,0,477,0.00%,10.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-employee-en-enfj,0,2,0.00%,5.5
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-employee-estj,0,5,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-employee-group,0,1,0.00%,27.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-employee-istj,0,6,0.00%,13.2
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-friends-group-2,0,1,0.00%,45.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-gameofthrones-daenerys,0,2,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-genshin-by-element,0,2,0.00%,1.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-genshin-impact,0,1,0.00%,2.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-kawaii-japanese-mascots,0,2,0.00%,14.5
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-leader-cheguevara,0,11,0.00%,11.4
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-leader-churchill,0,2,0.00%,19.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-leader-gandhi,0,3,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-leader-mao,0,4,0.00%,10.8
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-leader-stalin,0,5,0.00%,8.4
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-marvel-captainamerica,0,2,0.00%,8.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-marvel-ironman,0,7,0.00%,5.7
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-marvel-spider-man,0,2,0.00%,10.0
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-myth-esfp-esfj-isfp-isfj,0,14,0.00%,13.6
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-myth-estp-estj-istp-istj,0,71,0.00%,7.5
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-naruto-kakashihatake,0,10,0.00%,10.1
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-samurai-warriors,0,5,0.00%,8.2
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-spring-festival-INTJ-vs-ESTP-high-speed-rail,0,4,0.00%,6.0
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-baron-humbert-von-gikkingen,0,2,0.00%,7.5
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-kaonashi,0,13,0.00%,7.8
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-kodama,0,7,0.00%,11.6
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-porco-rosso,0,14,0.00%,8.8
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-sheeta,0,1,0.00%,55.0
https://www.curify-ai.com/nano-template/mbti-ghibli/example/template-mbti-ghibli-yubaba,0,10,0.00%,8.5
https://www.curify-ai.com/nano-template/mbti-group-anime-character-poster,0,5,0.00%,7.2
